ticker,source_file,sentiment,confidence,headline
TSLA,TSLA_news.csv,negative,0.8128,Tesla claims driver ‘manually overrode self-driving’ in deadly Texas crash
TSLA,TSLA_news.csv,neutral,0.5966,"Europeans Are Buying Teslas Again, Surrendering the Easiest Front in the War on American Big Tech"
TSLA,TSLA_news.csv,neutral,0.4952,Michael Dell is absolutely crushing it this year
TSLA,TSLA_news.csv,neutral,0.8362,Elon Musk loses his trillionaire status as SpaceX stock comes back to Earth
TSLA,TSLA_news.csv,negative,0.4709,Elon Musk has broken the rich list
TSLA,TSLA_news.csv,neutral,0.8487,Trump Admin Wants to Make Brake Pedals Optional in Autonomous Vehicles
TSLA,TSLA_news.csv,neutral,0.9086,I drove the Slate Truck — there’s more to it than EV minimalism
TSLA,TSLA_news.csv,negative,0.6993,Elon Musk agrees with Tim Cook: The memory shortage is unprecedented
TSLA,TSLA_news.csv,negative,0.5899,Polestar Faces a Ban on Selling Its EVs in the US
TSLA,TSLA_news.csv,neutral,0.9357,Why 'Big Short' investor Michael Burry has a Lululemon shopping bag framed on his wall
TSLA,TSLA_news.csv,negative,0.7533,Elon Musk loses trillionaire status as global tech rout hits SpaceX
TSLA,TSLA_news.csv,neutral,0.893,BYD's Stella Li tells BI she wants to put humanoid robots in every car showroom
TSLA,TSLA_news.csv,neutral,0.8754,"Slate Auto's Radically Simple Electric Truck Starts At $24,950"
TSLA,TSLA_news.csv,neutral,0.819,SoftBank CEO questions Elon Musk's vision of AI data centers in space: 'What's the point?'
TSLA,TSLA_news.csv,neutral,0.8425,Tesla cofounder JB Straubel’s first pitch to Elon Musk failed. Then he turned his ‘hobby’ into a $1.3 trillion success
TSLA,TSLA_news.csv,neutral,0.893,BYD's Stella Li tells BI she wants to put humanoid robots in every car showroom
TSLA,TSLA_news.csv,negative,0.8211,Tesla sued over fatal Texas crash the driver says happened on Autopilot
TSLA,TSLA_news.csv,neutral,0.9083,Apple's Price Hikes Aren't Just an AI Problem
TSLA,TSLA_news.csv,positive,0.5572,"Exclusive-China's Geely to ship first Lotus EVs to Canada in July under Carney-Xi deal, ambassador says"
TSLA,TSLA_news.csv,neutral,0.852,These Are the Headlines That Elon Musk Says Don’t Exist
TSLA,TSLA_news.csv,negative,0.5415,CEO of $8 billion Flexport blasts remote work as ‘white-collar fraud’ and a ‘total fantasy’ for highly paid employees
TSLA,TSLA_news.csv,negative,0.8933,SpaceX Shares Fall Below $150 Debut Price For First Time
TSLA,TSLA_news.csv,neutral,0.7377,Meet the 2 men putting New York’s $300 billion pension fund in play for the first time in 20 years
TSLA,TSLA_news.csv,neutral,0.915,4 iconic American CEOs are on the way out. Meet the nuts-and-bolts leaders taking their place.
TSLA,TSLA_news.csv,neutral,0.929,How to Play LI Stock as Li Auto Unveils a New L8 SUV
TSLA,TSLA_news.csv,neutral,0.7123,"Lord, Protect My Family from ""Autopilot"" Teslas Slamming Into Our Homes"
